Comment,Website,Sentiment,company
My area airtel 4G is give us Downloading 70Mbps 0Uploading 65MbpsI think better than 5G,instagram,-1,Airtel
Airtel best,instagram,1,Airtel
Humare yaha jio 5g is far better than airtel 5g,instagram,1,Airtel
"Thx Bro...
Nice information informative...❤❤❤
Airtel nd jio is also good 😊👍",instagram,1,Airtel
Jio network speed thausand time better than Airtel,instagram,-1,Airtel
Good information sir about jio and Airtel,instagram,1,Airtel
"Airtel downloading speed 900mbps
Uploading 95 mbps 

Jio downloading 85 mbps
Uploading 10mbps

Dewas Madhya Pradesh",instagram,-1,Airtel
Airtel ❤,instagram,-1,Airtel
Bharti Airtel is best in Ludhiana 👍🏻,instagram,1,Airtel
Isse jyada speed toh mere yha pr hai aati hai 549mbps download and 83 Mbps upload jio & Airtel ki dono ki speed bahut hai,instagram,-1,Airtel
Airtel then better is jio,instagram,-1,Airtel
Airtel is the biggest thug followed by jio.,instagram,-1,Airtel
Always jio will ahead than airtel,instagram,1,Airtel
"I was test the speed test today at 8AM.
From jio- 670Mb download and 47Mb upload.

From Airtel - 243Mb download and 0.97 Mb upload (very bad upload speed in Airtel)",instagram,-1,Airtel
mere area me airtel ka 5g and 4g dowload and upload speed best hai jio se,instagram,1,Airtel
Joi and airtel both the company are good,instagram,1,Airtel
"Airtel is the best nt gonna lie over here (Noney, Manipur) jio doesn't work tht well here",instagram,-1,Airtel
airtel has best network😄,instagram,1,Airtel
In Odisha Jajpur Town Jio 5G Speed Test in Indoor 890-968 Mbps & Airtel 5G Plus Speed is 204 Mbps-249 Mbps ❤,instagram,-1,Airtel
Mere me airtel 😂,instagram,-1,Airtel
airtel kyuki jio ka network nhi ata boht jagh,instagram,-1,Airtel
In my area Airtel 5G Speed Download - 1GBPS and Upload 110 MBPS,instagram,-1,Airtel
Very informative video want more and more video on airtel 😊,instagram,1,Airtel
Thanks for telling but I my area there was no change in airtel,instagram,-1,Airtel
"Mt speedtest today airtel 5g (293) mbps in ( maharashtra, nagpur )",instagram,-1,Airtel
Airtel ka downloading speed bahut badhiya hai,instagram,-1,Airtel
My Area Airtel 4g speed download 26 mbps and upload  20mbps,instagram,-1,Airtel
Jio accha hai airtel se,instagram,-1,Airtel
Hamare gaon mai Airtel 4G ki 155mbps ki speed ati hai 😊😊,instagram,-1,Airtel
Airtel mei upload speed zyada aata hai par abhi nehi aya,instagram,-1,Airtel
Mera Airtel toh 5G area main bhi 5G unlimited net nahi deta..Kya pata kaise😢,instagram,-1,Airtel
Jio or airtel tkker me,instagram,-1,Airtel
Jio Airtel both are fast but speed depends on area,instagram,-1,Airtel
.Jio 5G Vs Airtel 5G LIVE Internet 5G Speed Test After Price Hike | Does It Improve ?#,instagram,-1,Airtel
I use Airtel and happy with its speed and network,instagram,1,Airtel
Jio Airtel or Vi user dheere dheere Port kar rahe h BSNL Company me bhai,instagram,-1,Airtel
Airtel main mere  650 mb ki aaa rahi hai,instagram,-1,Airtel
Jio 5G speed in my area 50 mbps or airtel 5G not available 😅,instagram,-1,Airtel
Worst airtel 5g nahi mileaga 300gb ke baad,instagram,-1,Airtel
Airtel speed 750mb/sec rajasthan,instagram,-1,Airtel
This is ur real speed jio.  देश मे 5G आने वाला है और JIO 4G से 2G पर जा रहा है #shame_on_jio #digitalindia @JioCare  @Airtel_Presence https://t.co/hiGVFnHjhR,twitter,-1,Airtel
"#5G ਲਈ ਪੱਬਾਂ ਭਾਰ #Jio, #Airtel, #Vodafone - #Idea ਨੂੰ ਲੱਗੇਗਾ ਝਟਕਾ  https://t.co/BAODR0SDOd  @reliancejio @airtelindia @VodafoneIN @Idea https://t.co/xHZIGBbuZh",twitter,-1,Airtel
"5G spectrum divides industry, it's again Airtel and Vodafone-Idea vs Reliance Jio https://t.co/rqTBjPTA27 via @gadgetsnow https://t.co/UWIJvoQPLm",twitter,-1,Airtel
"5G India timeline, Airtel-Reliance Jio battle and what makes 5G stakes so high globallyhttps://t.co/2xdzDdMmDj via @gadgetsnow https://t.co/wKy8T7XSao",twitter,-1,Airtel
"Airtel-Reliance Jio's 5G battle, what it means for you &amp; more https://t.co/2xdzDdMmDj via @gadgetsnow https://t.co/WmwZO740PK",twitter,-1,Airtel
"Jio 5G really sucks now...Can't play Games with it ❌Can't watch videos in 1440p ❌Apple Music buffering too much ❌Can't even scroll Twitter/X ❌I mean stop with the""Unlimited Free 5G"" crap when you can't even provide a stable experience Airtel is no better either.. https://t.co/siRAp8yh7j",twitter,-1,Airtel
#bsnl 5G SOON 💥💥💥 #jio #airtel,twitter,-1,Airtel
"Honda Activa is so ahead of Vodafn, Airtel and Jio.. ye log abhi bhi 5G pe hai and Activa 7G pe pohoch gaya hai https://t.co/x0q4cIJ75M",twitter,1,Airtel
BSNL 5G is coming next year to rival Airtel and Jio's 5G networks#BSNL #BSNL5G #5G #Airtel #Jio https://t.co/tjoTVCKFnA,twitter,-1,Airtel
"@callmeshazzam As long as its exynos their modem is a problem..in real world use in india with airtel and jio 5g , half the time there will be call cuts or inability to hear properly",twitter,-1,Airtel
Airtel 4G speed &gt;&gt;&gt; jio 5G @reliancejio AVPL 🙏,twitter,-1,Airtel
TCS 🤝 BSNL 🇮🇳 #support_for_BSNL#Bsnl #Tcs #Bsnl4G #Telecom #telecommunications #Jio #Airtel #Idea #RelianceJio #4G #5G #vodafone https://t.co/eEuRmJA7hi,twitter,-1,Airtel
BSNL 5G is here. We all need to say bye bye to Jio-Airtel- Vodafone cartel and opt for BSNL.https://t.co/ltdAfYgN1H,twitter,-1,Airtel
"Vodafone Idea will essentially pay more taxes on equipment it imports for rolling out 5G than Airtel and Jio.Currently the tax was 15%, but it went up to 20%, meaning a costlier rollout for Vi. #Vi",twitter,-1,Airtel
"#AlliDid was to buy &amp; register a new Airtel 4G sim card and recharge my line with ₦100 kpere, now I have 4GB free waiting to be used. Thank you @AirtelNigeria! ❤️ Guys, the #AirtelDoubleData offer is real!! #SmallMoneyBigData https://t.co/Dj6x30YceI",twitter,1,Airtel
"#AlliDid was buy and register a new Airtel 4G sim the other day. I noticed that each time I buy 5.5GB for ₦2,500, I get 11GB instead!! That's X2 of what I purchased. 😳😳😳 #AirtelDoubleData #SmallMoneyBigData https://t.co/CROCMKNtJc",twitter,-1,Airtel
"Guys, I bought and registered a new Airtel 4G sim today, now I have 15GB on my sim to be used for one month. #AirtelDoubleData osheeeeyyyyy!! 🕺🏽🕺🏽🕺🏽I got the sim for free in one Airtel shop and was given 4GB. I then subscribed to 11GB for N2,500 = 15GB #SmallMoneyBigData https://t.co/6DV5mXnJmA",twitter,-1,Airtel
I just got my AirtelTigo SIM!!Herhhhh data wey no dey expire... e no dey tear too😍😍This one di33 I’ll browse saaaa until the bones are rotten... falaaaa network seii😂😂,twitter,-1,Airtel
"I Have learnt new things today, this challenge helped both housemates and viewers even biggie sef learn,  kudos to @AirtelNigeria For this beautiful and selfless task, touching lives.. I'm tweeting this with my 4G airtel sim 😍 #AirtelNigeria#AirtelTouchingLives",twitter,1,Airtel
"Been using airtel for over 5 years now, got 5 airtel SIM.. my sibs and friends call me airtel ambassador cus I converted ‘em all 😂🥰 Airtel deals are super amazing I must confess 🤩🤩 If you come across this post just tag @AirtelNigeria they got a secret marketer/promoter 🤩🤩 https://t.co/itDiYPLa04",twitter,1,Airtel
"it is fr i’ve been using it after i lost my 4G sim buh istG its 3G is faster than the other 4G i was using, i wish everyone used Airtel for internet",twitter,-1,Airtel
"Do You like Your Current Network provider? Do you enjoy their Services? Personally, I have been on Airtel for more than 10 years and I can comfortably say, I have never know any Better relationship than this one. The Best Data and Voice packages and fast 4G Internet. 🥰",twitter,1,Airtel
"So I use two Sims, Glo and Airtel. I decided to finally upgrade to 4G on both.I was at Airtel office yesterday, seamless process, they took my picture...and I paid N200 for my sim.Fast forward to today, I'm at the Glo office. First they want me to provide a passport photo...",twitter,-1,Airtel
"I have never known Peace till the day I downloaded My Airtel App. It's not Just about the 5% cash back you get as Airtime anytime you buy airtime for you, Your Friends and loved once but also, you don't have to cram all those short codes. Everything is there. You just Tap!  🤗",twitter,1,Airtel
"After a very long time, I put aside all my excuses, took a bold step &amp; got my @airtelrw line. I downloaded ""My Airtel App"" &amp; started experimenting. Then the pertinent question popped up....What took me so long? #BeSmartBeSafe #AirtelBaKizigenza https://t.co/4rKrr5aVfL",twitter,-1,Airtel
Today as I dey my somewhere wey somebro ein woman call me say she dey want vibe plus me. There norr i make sharp dial *111*2# activate my Ghc5 for 155 mins on my @airteltigoghana sim wey I call am sharp sharp since she too dey use Airteltigo. The way we talk erh hoo ma gash😃,twitter,-1,Airtel
"#BoycottJio#BoycottJio @airtelindiaFull family Using Airtel 4g from longer term with great experience of Voice, data using, My Airtel app with payment bank, Enjoying ipl with Using Airtel TV. Thank you so much @Airtel_Presence #Boycott_Adani_Brands https://t.co/zbeMeg2zht",twitter,1,Airtel
The first step to enjoy the Airtel 4G experience is upgrading your SIM card from 3G to 4G. Dial *175*9*6# and enter your number to confirm your SIM status and get 5GB for free valid for 7days #BesmartBeSafe https://t.co/s2STah1vqz,twitter,-1,Airtel
"Airtel, I’d go and upgrade my MTN sim to 4G and I’d migrate to them and I promise you, you’d never see me again.All the money I spend on data would go to MTN because you guys are shit.",twitter,-1,Airtel
"When I find money do this MTN 40GB for 5K and the data lasts for at least 3 weeks, it's over for Airtel, I will break your sim and throw it away!",twitter,-1,Airtel
Thank you @LavaMobile @LavaMobileCare @reachraina For providing the 5G software OTA update for experiencing 5G speeds😍 My first hands-on experience of Airtel 5G @airtelindia It reaches around 245 Mbps speeds and downloads a 352 mb game instantly within 29 seconds. #Lavaagni5g https://t.co/BTklVBZSED,twitter,-1,Airtel
I registered my friend’s AirtelTigo sim card for him yesterday with GH Sim Self Reg App and I received an alert of 5gh. Whew😅😅😅 I’m making myself 50cedis before the close of today🥳😁 #AirtelTigoSelfSimReg,twitter,-1,Airtel
"Mmmmh ba Airtel what is this again, how many times is one supposed to register their sim . Why are you so obsessed with people coming to line up at your premises last minute, should have started this campaign in January.  Anyway,I don't blame u,u don't even kno what colour to be",twitter,-1,Airtel
3 packs were exhausted this month after enabling Airtel 5G . Now need to recharge 4th 🥹. Damn 5G really consumes a lot of data! How's your 5G experience? https://t.co/yIWRljSOua,twitter,-1,Airtel
"@itsnaveenps I am not having issues with network reception using it my primary airtel sim.Used in Chennai, Sri City, Bangalore and Hyderabad without any issues.But no 5G update till now so stuck with 4G.",twitter,-1,Airtel
Switching to #Airtel5GPlus is super easy - your existing Airtel 4G SIM is already 5G enabled! Just make sure your handset is 5G compatible and your city has Airtel 5G Plus live. Click the link https://t.co/C1IjX5VWXp to check for handset compatibility now. https://t.co/wASJvKhzyo,twitter,-1,Airtel
"What's the real 5G speeds that you are getting, I had put my sim in nothing phone 1 yesterday as many of you said it has improved a lot now after all the updates.I got 5G signal on that and I did this speed test while moving in the car this was with my Airtel sim. https://t.co/v97xYQtWzX",twitter,-1,Airtel
5g Airtel in traffic light. It has gone up to 1Gbps. I am impressed 😁. I hope it will be useful one day because all I use it for speed test 🤣#5G #airtel5gplus https://t.co/waDMkc0w4z,twitter,1,Airtel
"thank you airtel for bringing 5G closer to my home, which in my opinion was one of the last places i expected to get 5G. it was one of the last places in the district to get the basic cellular service. https://t.co/cSWTueYK1U",twitter,-1,Airtel
I am using Airtel 5g here in lucknow since 1st Dec and want to share my experience 5g speeds are pretty  much consistent around 350 to 450mbps every time at my premises and no call drops while it latches on 5g tested on moto edge 20fusion @airtelindia @motorolaindia @utsavtechie https://t.co/iF5hYzQtBK,twitter,1,Airtel
@Gadgetsdata Samsung S20 FE 5G supports 5G. Airtel 5G works well. Jio 5G also works well but the issue is that Jio identifies it as the non 5G version of S20 FE &amp; hence doesn't send the invite. However a SIM with Jio 5G activated on other phone works well,twitter,1,Airtel
"This has to be the best 5G speed that I have gotten with my Airtel 5G Sim in real world, phone used is S22 Ultra.Location my old office address, which is in the heart of Hyderabad city. I just wish that uploads speeds get faster on 5G now. https://t.co/C3p3Ez2lvL",twitter,1,Airtel
"I don't why but for some reason the 5G has still not been enabled on my @reliancejio sim, though 5G is available in my area.With Airtel sim I never have any issues just pop it in any modern smartphone and 5G starts working. That's why my 5G testing is done only with airtel. https://t.co/sz1w2k6hid",twitter,-1,Airtel
"Finally got the retail unit of the OnePlus 11 that I ordered via https://t.co/ipo5iDi1keI am getting 5G out of the box with my Airtel sim, will try to post the video tomorrow I wanted to use it at-least for a day or so before my initial impressions video. https://t.co/ZZhbrXG08R",twitter,-1,Airtel
This means @Airtel_Ug  customers with 5G compatible devices can now enjoy the 5G experience using their existing 4G SIM Cards. All other Airtel sites across the country have been configured and are #Airtel5GReady for deployment once the spectrum has been allocated... https://t.co/qVWWkLDxbi,twitter,-1,Airtel
".@Airtel_Ug the other day, I used 5GB in 1hr. Today, I successfully used 5BG in 20minutes. Is there an empty ocean in my phone 😃 😀 eki nekihama. And there is that prompt seducing me to but extra 1.5GB to use in 1hr. Hati Reba iwe orebe 🤔",twitter,-1,Airtel
"Check out my #AirtelTigoESIM profile🏃🏽‍♂️🙂… All thanks to @airteltigoghana, I need not to be switching physical SIMs just to browse or make calls. Get yours registered now!  #LifeIsSimple https://t.co/pXgQl9KjG7",twitter,-1,Airtel
Super happy to claim my unlimited 5G data from Airtel. Can't wait to use it whenever I get actual 5G signals for more than 15 seconds at a time 🤡 https://t.co/kQbwBRuZcQ,twitter,-1,Airtel
"I literally can't believe this, I am getting max strength airtel 5g in my room. This exact spot had very inconsistent Airtel 4g it went till 15mbps max, Vi wouldn't even connect and jio would give around 1mbps https://t.co/jjPTOrvsRz",twitter,-1,Airtel
"Now that Airtel has also indirectly started giving unlimited 5G to existing users, how is your experience and did you start to consume more data after this unlimited offer on 5G?",twitter,-1,Airtel
Airtel making all your wonders possible with Sim-less wonder you are able to transition to esim with airtelDail *#06# to confirm if your device is compatible with the e-sim#MondayMotivation https://t.co/tOrAWwVvsG,twitter,-1,Airtel
"Finally the Airtel 5g is here 🔥💃🏽. It’s 10× faster speed, Connect more users, No lagging and it also have 8K streaming. I am loving this 4g upgrade guys, definitely getting one soon ☺️. #LiveTheFutureWithAirtel https://t.co/stkl2dMLiC",twitter,1,Airtel
Shifted back to LTE network permanently today after using Airtel 5G for over 3-4 months now. LTE signal is more stable and 5G was draining battery a lot faster and was not giving significant improvements over LTE in apps browsing or any day to day functionality. Why are you using…,twitter,-1,Airtel
"Turns out there's Airtel 5G coverage here, but the Galaxy A54 has no access. (It works with MTN 5G) Switched the SIM to the Phantom V Fold and got 5G. The speed though is still in 4G territory. The upload speed is impressive. Will try it on other phones and report https://t.co/vAYQSomgX4",twitter,1,Airtel
"I can confirm that Airtel 5G works with the Galaxy A14 5G. So far, that's the only Samsung phone I've tested that it works on. (Still doesn't work on most)Airtel is yet to give the 15GB free data on activation. https://t.co/O1RL0m6srk",twitter,-1,Airtel
Airtel 5G is plain nonsense! It’s not better than the 4g or 3g na name and logo dem just change! Man I can’t even watch a 2min video,twitter,-1,Airtel
"Mind-blowing! While going to office, I downloaded a 5 GB file. Just look at the remarkable downloading speed. I really appreciate the on the go speed.... great job #Airtel5G",twitter,1,Airtel
"@Naija_PR @MTNNG you think you have sense you’re giving me 10k for 40gb from 80gb and you think I’d buy it lmao 😂, I’m not more using your sim after I exhaust my data unless you give me a good data plan I’m switching to airtel",twitter,-1,Airtel
"@BharaneAjay I am using it my primary Airtel sim and didn't have any issues, 5G speeds are also good, didn't notice any network issues yet during the last few days of usage.",twitter,1,Airtel
"So I visited the Airtel Booth at the India Mobile CongressAnd asked some users questions about Airtel to Ms. Satkeerthi M, CTO of Airtel Business.We had conversations around SA 5G, New Tech RedCap, Air Fiber Rollout, mmWave, and Airtel's 5G smartphones https://t.co/lNb193tjfD",twitter,-1,Airtel
"I don leave Airtel sim for una I’m going back to my MTN😪because how can I use 5gb for just one day without watching TikTok, going on instagram or downloading movies😭😭",twitter,-1,Airtel
"I want someone to come enjoy these sweet @airtelrw 5k bundles with me, for just 5k I've been enjoying 2 GB/day and unlimited talk + text...But before I share this goodness...How many of y'all are Airtel users",twitter,-1,Airtel
Airtel display: 5GAlso Airtel money app: You're not connected to the Internet.Someone is lying and forgot to tell their friends the lie for consistency.,twitter,-1,Airtel
"Downloading time for even big files is in minutes.Shoutout to @airtelindia for the outstanding speed! Downloaded a 5 GB file while traveling, and the experience was truly phenomenal. #Airtel5G",twitter,1,Airtel
Jio DoneBSNL Done Its time to test Airtel and their 5G Plus network.Ported to AirtelYes i got the SIM which is made from recycled plastic. https://t.co/WIG7pL08wG,twitter,-1,Airtel
@harinarayananpc I had the Airtel hotspot in the pic. But I unlocked it with a custom firmware so it supports any 4G sim.So far idk if a 5G hotspot is there for Jio or Airtel. I think they removed it in favour of Airfiber.,twitter,-1,Airtel
Those who have used the Airtel 5G Router (Owners not hotspot tappers) mbadde nsaba ku reviews before I make the mistake of my lifeAirtel influencer sigeza nenkusanga mu comment section 📌,twitter,-1,Airtel
"When it comes to long lasting Data, I’m giving it to Airtel. The perfect companion for my online adventures. If you don’t have an Airtel SIM, this is your sign to get one. #AirtelDataChallenge https://t.co/XT0d97nfaa",twitter,1,Airtel
"I tried to register Airtel esim this morning, the guy said 5K, oya do it. He later said no network 🤔Naso i buy physical sim. Now proudly an Airtel sim card owner 😁. Fvck you MTN oloshi 😑 https://t.co/e6Q30JfPyL",twitter,-1,Airtel
@MTNNG Worst network with 3g network lying to us is 4g network. Ordinary 200MB size you will use 20min to download it. @AirtelNigeria still the best. My hotline is MTN they forced me to buy airtel I wish my hotline is airtel instead of having multiple sim.,twitter,1,Airtel
@calebyung 1. Airtel Nokia 5G: It's more bulky   Airtel 5G Router: it's less bulky2: Airtel Nokia 5G: It comes with a receiver     Airtel 5G Router: It doesn't have a receiver3. Airtel Nokia 5G: It is unlimited and can be renewed every month Airtel 5G Router : It is unlimited for only,twitter,-1,Airtel
@calebyung ..the first month4. Airtel Nokia 5G: It allows another service providerAirtel 5G Router: Only airtel SIM can be used5.AirtelNokia 5G: It is more expansive compared to Airtel 5G Router,twitter,1,Airtel
"@alabi_pumpkin So here is my review so far.. this review are subject to change with time as I have only used it 2 weeks . The pros.1. The Nokia 5G is fast, I used it against the Airtel 5G smart box router and it's faster 2. Airtel unlimited promise is real, I am heavy user and if I don't",twitter,-1,Airtel
"MTN has been so terrible man, even flight mode does not rectify it, I tried buying a new Airtel SIM today and they said #1500, I'm currently using 3G since I can't successfully browse with 4G... whyyy @MTNNG",twitter,-1,Airtel
"@ChibuikeOhagi @Mrbankstips @AirtelNigeria @MTNNG 😂😂😂nah MTN I dey use like this I have 2 Sims but Airtel really made me mad yesterday I swear to God, yesterday was a whole new experience no network from like 6 till like this now e never still dey work",twitter,-1,Airtel
"New Vodafone &amp; Airtel plans!

Vodafone Idea vs Airtel vs Jio Plans.

What do you think? I think price hiking was a must for these companies in order to survive!

#Vodafone #Airtel #VodafoneIdea https://t.co/Sl0c8TdnTp",twitter,-1,Airtel
@Dhananjay_Tech why comparing old Jio plans with new plans from Airtel/voda?,twitter,-1,Airtel
@Dhananjay_Tech What is price increase per day in Airtel ?,twitter,-1,Airtel
"@saurabhs0607 Hi! Please be informed that the plans will be announced in the month beginning December. We will keep you informed once the plans are finalized. Rest assured, with Airtel you will always get a great network experience and value for your money. Thank you, Prithvi https://t.co/2G23qpsqlP",twitter,1,Airtel
"@Dhananjay_Tech Airtel Postpaid &gt;&gt;&gt;

only problem is heavily unstable data speeds during day/when usage is high. @airtelindia pls fix",twitter,-1,Airtel
"@Dhananjay_Tech So only @Airtel_Presence offering unlimited calls, others have FUP..@VodafoneIN is the worst one",twitter,-1,Airtel
@Dhananjay_Tech Jio is back with sabse sasta tariff now 😂😂 ab jesne Jio se Airtel &amp; Voda mein gye thy..vapas Jio mein..😆,twitter,-1,Airtel
@Dhananjay_Tech Is Airtel still providing unlimited calls???,twitter,-1,Airtel
"@Dhananjay_Tech Still Airtel better than jio 
I want net speed which jio lacks",twitter,-1,Airtel
@Dhananjay_Tech These companies are about to loot us.Specially That Bloody @airtelindia,twitter,-1,Airtel
@Dhananjay_Tech I did 448 airtel two times. I need not take tension at least 164 days,twitter,-1,Airtel
@Dhananjay_Tech Do airtel support consecutive recharges (in queue) like jio??? Plz reply,twitter,-1,Airtel
@Dhananjay_Tech 600 airtel 🙄🙄🙄 for 3 months,twitter,-1,Airtel
"@Dhananjay_Tech Is Airtel charging 6p/min for airtel to other networks?
Someone please reply",twitter,-1,Airtel
"@Dhananjay_Tech I just ported BSNL to Airtel,but I get 3 month free plan :) .Also I have Jio + Airtel...
Jo sasta hoga usme he recharge karoga baad me ;(",twitter,-1,Airtel
@Dhananjay_Tech i am switching from airtel to jio..i 'm done with airtel prices,twitter,-1,Airtel
@Dhananjay_Tech Any news about minimum recharge plans in Airtel?,twitter,-1,Airtel
"@Dhananjay_Tech पहले से ही vodafone and airtel खतम होणे के कगार पर खडे थे, अब तो डुबकी ही खायेंगे 🤔",twitter,-1,Airtel
@Dhananjay_Tech Kya sir kuch to customer ke upur dhayan dena chai hai #airtelindia,twitter,-1,Airtel
@Dhananjay_Tech Market itna mandi hai upur se app log rate bara diye #airtelindia,twitter,-1,Airtel
"@Dhananjay_Tech Jio is playing smart
Airtel/Voda k plans dekh liye 
Abb unse competitive prices 6th ko launch karega",twitter,-1,Airtel
"@Dhananjay_Tech This will reduce data traffic by 50% &amp; also derail digital india campaign .
In 2005 AGR was ₹ 15k crores.
They didn't paid.
Also they never added AGR in their accounts .
What today @airtelindia @VodafoneIN &amp; @Idea r facing is result of their wrong doings in past.",twitter,-1,Airtel
@Dhananjay_Tech Wait airtel charging ₹6/min didn't they mock jio for that??,twitter,-1,Airtel
@Dhananjay_Tech What about the 3gb/day plan for Airtel.,twitter,-1,Airtel
@reliancejio @mipaltan Need new Jio Fiber connection and no one reached out to me. Waiting from two days.. This is really frustrating. If I had not paid 1000 rupees as advance payment I would have opted for Airtel Fiber...,twitter,-1,Airtel
@airtelindia I am raising ticket to speak to ur agent..but none one of them respond and tickets gets resolved automatically.,twitter,-1,Airtel
@airtelindia No unlimited 5G,twitter,-1,Airtel
"@Shridharkadam09 Hi Shridhar, we are here to help you. We would request you to kindly share us your respective Airtel number via DM so that we can help you further. Thanks, Ravi https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia So much network issue, no unlimited 5g",twitter,-1,Airtel
"@Krishna_makkad We’re sorry for causing you an unintended ordeal, Krishna. Kindly share your registered Airtel number via DM then we'll surely look into it on priority. Thanks, Piyush https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia What about all those calls of credit card etc which is active even after DND who has given the data to them. 

Currently only on airtel i get such calls",twitter,-1,Airtel
"@airtelindia Internet is not working even after taking data pack repeatedly. Internet speed is only 0.21KB/s.
@airtelindia",twitter,-1,Airtel
@airtelindia @Airtel_Presence My Spouse number has been allotted to some other customer without the knowledge of my spouse ….Irresponsibly answer from customer care worst customer care answers,twitter,-1,Airtel
"@Pragurock We apologize for the hassle caused, Pragadeeshwaran. Kindly DM us the concerned Airtel number so that we can get this checked for you. Thanks, Mahesh https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia cancelled Airtel wifi broadband connection last 10 day but your team not cencel my Oder what the problem so please cencel Oder and refund my money as soon as possible,twitter,-1,Airtel
@airtelindia @airtelindia i have opted for DND but daily I am getting 2 to 3  spam calls. I used to raise issue via trai app but fed up with this . How many complaints i have to give and why so many spam calls even in DND,twitter,-1,Airtel
"@rvvssvraju We apologize for the situation you are currently in. Please DM us your respective Airtel number so that we can assist you further on priority. Thanks, Ajay S https://t.co/GRABSOPD4E",twitter,-1,Airtel
"@airtelindia You sure?
https://t.co/YR25IiAKxn",twitter,-1,Airtel
"@angryhindu108 We are here to help you. We assure after thorough investigation that there is no breach from Airtel systems. Please check our official statement https://t.co/XBzNbS4JUs Thanks, Piyush https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia Its been over three months by tracking u guys for my complaint, and do that same thing that we dont like ur experience plz dm ur number, i have already did it several times. Its been pathetic network of airtel in my workplace and irony is we are right next to airtel office",twitter,-1,Airtel
@airtelindia My broadband connection is not working since morning .. I could not take my online lecture … this is regular inconvenience m facing now a days with your service plz resolve it as soon as possible,twitter,-1,Airtel
@airtelindia I get 20-30 fake calls everyday.. Airtel should do something.,twitter,-1,Airtel
"@PM_PraTH_MESH We are here to help you, Prathamesh. Kindly DM us your respective Airtel number along with the screenshot of the numbers from you are getting calls so that we can get this checked and resolve your concern. Thanks, Ashish https://t.co/GRABSOPD4E",twitter,1,Airtel
@airtelindia Worst customer support! Airtel just made an useless chatbot that doesn't even adress the issue and the response time for each messages take ages,twitter,-1,Airtel
"@airtelindia एयरटेल बकवास है बड़े बड़े वादे हैं बस अब बरसात में एयरटेल का 5G नहीं चलता सिटी में भी, यानी एयरटेल 5G नहीं है। मैंने कस्टमर केयर से भी बात की थी कोई हल नही हुआ। मैं भी धोखे में आगया, आप लोग एहतियात करे सब धोखा है।",twitter,-1,Airtel
"@ajaz3678 This is not the experience we want for our customers, Ajaz. Apologies for the ordeal. Kindly share with us the respective Airtel number via DM so that we can look into this and assist you better. Thanks, Anjali G https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia get esim working bozos,twitter,-1,Airtel
"@airtelindia Worse customer care executives and worse support, they don't have proper knowledge on Airtel products. Better to switch other networks.",twitter,-1,Airtel
@airtelindia This seems true to great extent as there are umpteen calls even after DND is active! Numbers are being floated across due to which unsolicited calls are increasing each day! On the other hand their service sucks!,twitter,-1,Airtel
@airtelindia U will never accept ur fault I mean it's obvious,twitter,-1,Airtel
"@danishengdev We are here to help you, Danish. We assure after thorough investigation that there is no breach from Airtel systems. Please check our official statement https://t.co/XBzNbS4JUs Thanks, Piyush https://t.co/GRABSOPD4E",twitter,1,Airtel
@airtelindia So if you make any mistakes you will accept it?,twitter,-1,Airtel
"@sandeepyadav1 We are here to help you. We assure after thorough investigation that there is no breach from Airtel systems. Please check our official statement https://t.co/XBzNbS4JUs Thanks, Piyush https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia I've had 2 recharges done on July 2nd but none active, pathetic service, even calling customer service is impossible because my outgoing services are stopped.",twitter,-1,Airtel
"@RishabhKalyani Sincere apologies for the ordeal you faced, Rishabh. We're right here to address your queries. We request you to kindly share your respective Airtel number via DM so that we can look into it and help you further. Thanks, Anushka https://t.co/GRABSOPD4E",twitter,1,Airtel
"@airtelindia Tumhara kuch nhi ho sakta 

Worst service 

#Airtel_chhodo",twitter,-1,Airtel
@airtelindia Stop fooling your consumers..,twitter,-1,Airtel
@airtelindia Shameless cheaters. Your service is far from customer satisfaction.  Your system to interact with your customer service team is just eye wash. Complain lodged in your App is not looked into and closed at your end. I have enough evidence. Yet u claiming reputation!,twitter,-1,Airtel
"@akshaya78553 Inconvenience is deeply regretted, Akshaya. We request you to kindly elaborate on your concern and share your respective Airtel number via DM, so that we can look into it and help you further. Thanks, Deepa https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia Why is data gets consuming is increasing since last month.,twitter,-1,Airtel
"@amog4823 Looks like something is bothering your experience. We are here to help you. We would request you to kindly DM us your respective Airtel number along with exact issue which you are facing, so that we can look into this. Thanks, Anjali G https://t.co/GRABSOPD4E",twitter,-1,Airtel
@airtelindia Mera number band kr diya ab koi soultion nhi de rhe very bed servies @airtelindia,twitter,-1,Airtel
"@RahulMa87221769 Apologies, Rahul. Allow us an opportunity to get this checked and reverse this experience, please DM us your respective Airtel number so that we can assist you further on priority. Thanks, Ajay S https://t.co/GRABSOPD4E",twitter,-1,Airtel
